ページ,目,本年度予算額,前年度予算額,比較,区分,金額,説明
101,6 シティプロ,"129,189","132,911","△3,722",1 報酬,"4,835","001 給与費 7,187"
101,モーション,,,,,,
101,費,,,,3 職員手当等,"1,180","001 パートタイム会計年度任用職員 7,187
（定数）
事務補助 2人"
101,費,,,,期末手当,"1,010","002 シティプロモーション推進費 36,536"
101,費,,,,勤勉手当,170,"001 魅力創造発信事業費 33,384"
101,費,,,,4 共済費,952,"プロモーション推進事業
子育てシティプロモーション事業
シティプロモーションキャラクター活用事業"
101,費,,,,7 報償費,901,"プロモーション推進事業
子育てシティプロモーション事業
シティプロモーションキャラクター活用事業"
102,,,,,8 旅費,"千円
526","千円
トラックボディプリント"
102,,,,,,,魅力発見バスツアー
102,,,,,費用弁償,241,吉野弘全国朗読コンクール開催
102,,,,,普通旅費,285,アートクラフトフェア開催
102,,,,,10 需用費,"2,896","情報発信力向上研修
高校生議会開催"
102,,,,,消耗品費,"1,090","市制60周年記念
キャラクター活用シティプロモーション"
102,,,,,食糧費,4,"フィルムコミッション事業補助金 2,000"
102,,,,,印刷製本費,"1,802",コロマガプロジェクトふじ事業補助金 400
102,,,,,11 役務費,"6,618","002 ブランドメッセージ推進事業費 3,152
シティプロモーション懇話会"
102,,,,,広告料,"6,618","魅力と課題出張ワークショップ
メディア活用シティプロモーション
ふじ応援部活用"
102,,,,,12 委託料,"17,524","魅力と課題出張ワークショップ
メディア活用シティプロモーション
ふじ応援部活用"
102,,,,,"13 使用料及び賃
借料","17,200","ブランドメッセージソング活用
横断幕・フラッグ制作
003 移住定住推進費 85,466
001 移住定住推進事業費 85,466"
102,,,,,18 負担金、補助,"76,557","ブランドメッセージソング活用
横断幕・フラッグ制作
003 移住定住推進費 85,466
001 移住定住推進事業費 85,466"
102,,,,,及び交付金,,移住定住者の受け皿づくり等支援
102,,,,,,,若者ビジネスプラン作成チャレンジ支援
102,,,,,負担金,437,移住交流体験イベント
102,,,,,補助金,"76,120",移住プロモーション（ウェブ広告等）
102,,,,,,,首都圏等での移住相談会
102,,,,,,,"先導的テレワーク移住者支援補助金 1,500"
102,,,,,,,"移住就業支援補助金 52,000"
102,,,,,,,"県外就業若者Ｕターン支援奨励金 3,000"
102,,,,,,,"子育て・若者世帯Ｆ－ＵＪＩターン 16,500
奨励金"
102,,,,,,,地方就職学生支援補助金 720
103,7 市民相談費,"17,291","16,539",752,1 報酬,"9,476","001 給与費 12,599"
103,7 市民相談費,"17,291","16,539",752,"3 職員手当等
期末手当
勤勉手当","2,321
1,986
335","001 パートタイム会計年度任用職員 12,599
（定数）
事務補助 1人
市民相談員 3人
002 市民相談費 1,863
001 市民相談事業費 1,863
市民相談（民事・一般相談、交通事故相談 ほか）"
103,7 市民相談費,"17,291","16,539",752,4 共済費,490,"001 パートタイム会計年度任用職員 12,599
（定数）
事務補助 1人
市民相談員 3人
002 市民相談費 1,863
001 市民相談事業費 1,863
市民相談（民事・一般相談、交通事故相談 ほか）"
103,7 市民相談費,"17,291","16,539",752,7 報償費,"1,261","弁護士相談 週1回
司法書士相談 月2回
犯罪被害者等支援"
103,7 市民相談費,"17,291","16,539",752,8 旅費,335,"弁護士相談 週1回
司法書士相談 月2回
犯罪被害者等支援"
103,7 市民相談費,"17,291","16,539",752,,,駿河地区行政相談事務連絡協議会負担金 80
103,7 市民相談費,"17,291","16,539",752,費用弁償,317,東部市相談業務連絡協議会負担金 5
103,7 市民相談費,"17,291","16,539",752,普通旅費,13,静岡犯罪被害者支援センター賛助会費 10
103,7 市民相談費,"17,291","16,539",752,特別旅費,5,"003 生活環境緊急整備費 2,829"
103,7 市民相談費,"17,291","16,539",752,10 需用費,263,"001 生活環境緊急整備事業費 2,829
スズメバチ巣駆除 366件"
103,7 市民相談費,"17,291","16,539",752,消耗品費,263,"スズメバチ巣調査 55件
防護服貸出"
103,7 市民相談費,"17,291","16,539",752,12 委託料,"2,650","スズメバチ巣調査 55件
防護服貸出"
103,7 市民相談費,"17,291","16,539",752,18 負担金、補助,95,"スズメバチ巣調査 55件
防護服貸出"
103,7 市民相談費,"17,291","16,539",752,及び交付金,,
103,7 市民相談費,"17,291","16,539",752,負担金,95,
103,7 市民相談費,"17,291","16,539",752,19 扶助費,400,
103,8 消費者対策,"30,623","31,322",△699,1 報酬,"16,078","001 給与費 23,656"
103,費,,,,3 職員手当等,"3,827","001 消費者教育推進地域協議会委員 ８人
216"
104,9 男女共同参,"18,926","18,860",66,1 報酬,"8,524","001 給与費 11,035"
104,画費,,,,3 職員手当等,"1,212","001 男女共同参画審議会委員 １０人 404
002 パートタイム会計年度任用職員 10,631"
104,画費,,,,,,（定数）
105,10 財政管理費,"4,008","4,936",△928,8 旅費,76,"001 財政事務費 2,498"
106,11 会計管理費,"85,912","87,506","△1,594",1 報酬,829,001 給与費 998
106,11 会計管理費,"85,912","87,506","△1,594",4 共済費,127,"001 パートタイム会計年度任用職員 998
（定数外）"
106,11 会計管理費,"85,912","87,506","△1,594",8 旅費,79,事務補助 1人
106,11 会計管理費,"85,912","87,506","△1,594",,,"002 会計事務費 65,735"
106,11 会計管理費,"85,912","87,506","△1,594",,,"001 会計事務費 65,735"
106,11 会計管理費,"85,912","87,506","△1,594",費用弁償,42,
106,11 会計管理費,"85,912","87,506","△1,594",,,出納・審査事務関連経費
106,11 会計管理費,"85,912","87,506","△1,594",普通旅費,3,
106,11 会計管理費,"85,912","87,506","△1,594",,,公金取扱事務関連経費
106,11 会計管理費,"85,912","87,506","△1,594",特別旅費,34,窓口収納・振込手数料
106,11 会計管理費,"85,912","87,506","△1,594",10 需用費,"19,706",指定金融機関等関連経費
106,11 会計管理費,"85,912","87,506","△1,594",,,会議、研修会出席者負担金 37
106,11 会計管理費,"85,912","87,506","△1,594",,,"003 物品管理費 19,179"
106,11 会計管理費,"85,912","87,506","△1,594",消耗品費,"16,852",
106,11 会計管理費,"85,912","87,506","△1,594",,,"001 物品管理費 19,179"
106,11 会計管理費,"85,912","87,506","△1,594",印刷製本費,"2,854",
106,11 会計管理費,"85,912","87,506","△1,594",11 役務費,"64,712",庁用共通物品購入、配布
107,12 契約管理費,"8,664","8,656",8,1 報酬,"2,962","001 給与費 4,332"
107,12 契約管理費,"8,664","8,656",8,3 職員手当等,675,"001 入札監視委員会委員 ５人
200
002 パートタイム会計年度任用職員 4,132"
107,12 契約管理費,"8,664","8,656",8,期末手当,577,"（定数）
事務補助 1人"
107,12 契約管理費,"8,664","8,656",8,勤勉手当,98,"002 契約管理費 4,332"
107,12 契約管理費,"8,664","8,656",8,4 共済費,573,"001 契約管理事業費 4,332
入札・契約事務関連経費
指名第1委員会開催 約10回"
107,12 契約管理費,"8,664","8,656",8,8 旅費,146,"001 契約管理事業費 4,332
入札・契約事務関連経費
指名第1委員会開催 約10回"
107,12 契約管理費,"8,664","8,656",8,,,指名第2委員会開催 約40回
107,12 契約管理費,"8,664","8,656",8,費用弁償,128,"県共同利用電子入札システム負担金 3,478"
107,12 契約管理費,"8,664","8,656",8,普通旅費,7,会議、研修会出席者負担金 73
107,12 契約管理費,"8,664","8,656",8,特別旅費,11,
107,12 契約管理費,"8,664","8,656",8,10 需用費,483,
107,12 契約管理費,"8,664","8,656",8,消耗品費,292,
107,12 契約管理費,"8,664","8,656",8,食糧費,1,
108,13 工事検査費,711,567,144,8 旅費,24,001 工事検査費 711
108,13 工事検査費,711,567,144,,,001 工事検査費 711
108,13 工事検査費,711,567,144,普通旅費,8,各種工事検査に係る事務的経費
108,13 工事検査費,711,567,144,特別旅費,16,会議、研修会出席者負担金 73
108,13 工事検査費,711,567,144,10 需用費,395,会議、研修会出席者負担金 73
108,13 工事検査費,711,567,144,消耗品費,318,
108,13 工事検査費,711,567,144,食糧費,1,
108,13 工事検査費,711,567,144,印刷製本費,76,
108,13 工事検査費,711,567,144,13 使用料及び賃,8,
108,13 工事検査費,711,567,144,借料,,
108,13 工事検査費,711,567,144,17 備品購入費,211,
108,13 工事検査費,711,567,144,18 負担金、補助,73,
108,13 工事検査費,711,567,144,及び交付金,,
108,13 工事検査費,711,567,144,負担金,73,
108,14 財産管理費,"893,803","650,496","243,307",1 報酬,"20,228","001 給与費 29,049"
108,14 財産管理費,"893,803","650,496","243,307",3 職員手当等,"4,766","001 パートタイム会計年度任用職員 29,049"
109,,,,,"期末手当
勤勉手当","4,079
687","（定数）
事務補助 1人
警備員 4人
一般事務 1人
一般技術 1人"
109,,,,,4 共済費,"3,656",
109,,,,,8 旅費,439,"002 財産管理費 173,783
001 財産管理事業費 173,783"
109,,,,,,,"市有財産管理及び活用
市道大淵鳥追窪２号線道路拡幅工 Ｌ＝220ｍ"
109,,,,,費用弁償,399,
109,,,,,普通旅費,6,"行政財産総括管理
建物火災保険契約
土地表示及び所有権移転登記 ほか"
109,,,,,特別旅費,34,
109,,,,,10 需用費,"140,368","普通財産維持管理
幸町地内崩落対策工 Ａ＝910㎡
市有地草刈等管理"
109,,,,,,,会議、研修会出席者負担金 37
109,,,,,消耗品費,"3,641","003 庁舎管理費 690,971"
109,,,,,燃料費,251,"001 庁舎運営管理事業費 219,004"
109,,,,,"食糧費
印刷製本費","100
120","市庁舎及び消防防災庁舎維持管理
庁舎警備
清掃・設備管理
電話通話録音装置整備 ほか"
109,,,,,光熱水費,"74,047",
109,,,,,,,会議、研修会出席者負担金 97
109,,,,,修繕料,"62,209",
109,,,,,11 役務費,"52,372","002 庁舎施設管理事業費 468,207
市庁舎北側駐車場舗装改修"
109,,,,,,,"消防防災庁舎劣化診断及び
中長期保全計画策定"
109,,,,,通信運搬費,"26,265",
109,,,,,,,市庁舎ＥＳＣＯ事業
109,,,,,手数料,"3,049",
109,,,,,,,各種設備保守点検 ほか
109,,,,,保険料,"23,058",
109,,,,,12 委託料,"427,030","003 用度管理事業費 3,760
庁用備品等維持管理"
109,,,,,13 使用料及び賃,"3,310","003 用度管理事業費 3,760
庁用備品等維持管理"
109,,,,,借料,,
109,,,,,14 工事請負費,"238,000",
110,15 資産経営費,"77,560","147,317","△69,757",1 報酬,"2,010","001 給与費 2,010"
110,15 資産経営費,"77,560","147,317","△69,757",8 旅費,219,"001 指定管理者選定評価委員会委員 １９人 2,010
002 資産経営費 4,175"
110,15 資産経営費,"77,560","147,317","△69,757","費用弁償
普通旅費
特別旅費","76
27
116","001 資産経営事業費 4,175
公共建築物保全管理システム運用管理
会議、研修会出席者負担金 229
003 施設保全費 35,449
001 施設保全事業費 18,190"
110,15 資産経営費,"77,560","147,317","△69,757",10 需用費,231,"001 資産経営事業費 4,175
公共建築物保全管理システム運用管理
会議、研修会出席者負担金 229
003 施設保全費 35,449
001 施設保全事業費 18,190"
110,15 資産経営費,"77,560","147,317","△69,757",,,建築物定期点検 129施設
110,15 資産経営費,"77,560","147,317","△69,757",消耗品費,43,"002 自家用電気工作物保安管理事業費 17,259"
110,15 資産経営費,"77,560","147,317","△69,757",食糧費,15,自家用電気工作物の保安管理 86施設
110,15 資産経営費,"77,560","147,317","△69,757",印刷製本費,173,"004 公共建築物保全基金積立費 35,926"
110,15 資産経営費,"77,560","147,317","△69,757",12 委託料,"38,480","001 公共建築物保全基金積立事業費 35,926
公共建築物保全基金積立金"
110,15 資産経営費,"77,560","147,317","△69,757",13 使用料及び賃,465,"001 公共建築物保全基金積立事業費 35,926
公共建築物保全基金積立金"
110,15 資産経営費,"77,560","147,317","△69,757",借料,,
110,15 資産経営費,"77,560","147,317","△69,757",18 負担金、補助,229,
110,15 資産経営費,"77,560","147,317","△69,757",及び交付金,,
110,15 資産経営費,"77,560","147,317","△69,757",負担金,229,
110,15 資産経営費,"77,560","147,317","△69,757",24 積立金,"35,926",
111,16 公用車管理,"69,930","76,319","△6,389",1 報酬,"千円
5,706","千円
001 給与費 8,330"
111,費,,,,"3 職員手当等
期末手当
勤勉手当","1,370
1,172
198","001 パートタイム会計年度任用職員 8,330
（定数）
一般技術 1人
運転手 1人
002 公用車管理費 61,600
001 公用車管理事業費 35,750
市庁舎北側駐車場電気自動車用充電設備整備"
111,費,,,,4 共済費,"1,054","001 パートタイム会計年度任用職員 8,330
（定数）
一般技術 1人
運転手 1人
002 公用車管理費 61,600
001 公用車管理事業費 35,750
市庁舎北側駐車場電気自動車用充電設備整備"
111,費,,,,8 旅費,224,"集中管理車両の維持管理
車両 173台分
自動車保険料、重量税 ほか"
111,費,,,,"費用弁償
普通旅費
特別旅費","206
17
1","公用車を活用した子育てプロモーション
ＪＡＦ継続会費 10
電力設備工事費負担金 300
002 公用車購入事業費 25,500
軽自動車 5台（うち、電気自動車4台）"
111,費,,,,10 需用費,"27,010","公用車を活用した子育てプロモーション
ＪＡＦ継続会費 10
電力設備工事費負担金 300
002 公用車購入事業費 25,500
軽自動車 5台（うち、電気自動車4台）"
111,費,,,,,,小型自動車 3台（うち、ハイブリッド車1台）
111,費,,,,消耗品費,"2,000",普通自動車 1台（ハイブリッド車）
111,費,,,,燃料費,"12,935",003 安全運転管理事業費 350
111,費,,,,印刷製本費,23,安全運転管理
111,費,,,,修繕料,"12,052",富士地区安全運転管理協会負担金 164
111,費,,,,11 役務費,"4,923",県安全運転管理協会富士地区負担金 100
111,費,,,,手数料,345,
111,費,,,,自動車損害保,"4,578",
111,費,,,,険料,,
111,費,,,,12 委託料,586,
111,費,,,,13 使用料及び賃,"2,259",
111,費,,,,借料,,
112,17 企画費,"72,924","49,156","23,768",1 報酬,"1,248","001 給与費 1,248"
112,17 企画費,"72,924","49,156","23,768",7 報償費,"2,519","001 総合計画審議会委員 ３０人 1,248
002 企画調整費 26,158
001 企画調査費 25,619"
112,17 企画費,"72,924","49,156","23,768",8 旅費,"2,388","001 総合計画審議会委員 ３０人 1,248
002 企画調整費 26,158
001 企画調査費 25,619"
