ページ,目,本年度予算額,前年度予算額,比較,区分,金額,説明
169,1 保健衛生総,"865,315","803,429","61,886",,,"003 救急医療管理費 366,618"
169,1 保健衛生総,"865,315","803,429","61,886",,,"001 救急医療センター運営管理費 303,418"
169,務費,,,,消耗品費,"3,131",
169,務費,,,,,,救急医療センター運営委託（指定管理）
169,務費,,,,燃料費,11,
169,務費,,,,,,超音波画像診断装置借上
169,務費,,,,食糧費,5,
169,務費,,,,,,解析付心電計借上
170,目,本年度予算額,前年度予算額,"比
較",節,節,"説
明"
170,目,本年度予算額,前年度予算額,"比
較","区
分","金
額","説
明"
170,目,本年度予算額,前年度予算額,"比
較",印刷製本費,"千円
497","千円
医用画像保管装置借上"
170,目,本年度予算額,前年度予算額,"比
較",修繕料,"2,264",医療事務システム借上
170,目,本年度予算額,前年度予算額,"比
較",医薬材料費,45,生体情報モニター借上
170,目,本年度予算額,前年度予算額,"比
較",11 役務費,509,"002 救急医療推進事業費 63,200
一次救急医療在宅輪番制
（産婦人科・眼科・耳鼻科）"
170,目,本年度予算額,前年度予算額,"比
較",保険料,509,"一次救急医療（平日昼間、朝・夕）
（内科・外科）
二次救急医療"
170,目,本年度予算額,前年度予算額,"比
較",12 委託料,"369,624","一次救急医療（平日昼間、朝・夕）
（内科・外科）
二次救急医療"
170,目,本年度予算額,前年度予算額,"比
較","13 使用料及び賃
借料","10,821","救急歯科医療
ＡＥＤ配備 175台
私的二次救急医療機関補助金 9,516
004 健康対策運営費 21,650"
170,目,本年度予算額,前年度予算額,"比
較",17 備品購入費,"2,312","救急歯科医療
ＡＥＤ配備 175台
私的二次救急医療機関補助金 9,516
004 健康対策運営費 21,650"
170,目,本年度予算額,前年度予算額,"比
較","18 負担金、補助
及び交付金","30,390","001 健康対策運営費 21,650
健康づくり推進協議会開催
健康管理システム
データ入力処理 帳票出力"
170,目,本年度予算額,前年度予算額,"比
較",負担金,424,005 地域保健対策運営費 769
170,目,本年度予算額,前年度予算額,"比
較",補助金,"29,966",001 地域保健対策運営費 769
170,,千円,千円,千円,,,地区活動研修会
170,,千円,千円,千円,,,県保健師会負担金 99
170,,千円,千円,千円,,,全国保健師長会負担金 20
170,,千円,千円,千円,,,県栄養士会負担金 56
170,,千円,千円,千円,,,行政栄養士会負担金 21
170,2 予防接種費,"899,458","943,749","△44,291",,,会議、研修会出席者負担金 5
170,2 予防接種費,"899,458","943,749","△44,291",1 報酬,"10,206","001 給与費 12,187"
170,2 予防接種費,"899,458","943,749","△44,291",3 職員手当等,816,"001 予防接種健康被害調査委員会委員 ４人
120
002 パートタイム会計年度任用職員 12,067"
170,2 予防接種費,"899,458","943,749","△44,291","期末手当
勤勉手当","698
118","（定数）
看護師 1人
（定数外）
看護師 11人"
171,目,本年度予算額,前年度予算額,"比
較",節,節,"説
明"
171,目,本年度予算額,前年度予算額,"比
較","区
分","金
額","説
明"
171,目,本年度予算額,前年度予算額,"比
較",4 共済費,"千円
665","千円
002 予防接種費 887,271"
171,目,本年度予算額,前年度予算額,"比
較",7 報償費,30,"001 こども定期予防接種事業費 515,042
ＢＣＧ（乳児） 1,300人
５種混合（乳幼児） 延べ5,320人"
171,目,本年度予算額,前年度予算額,"比
較",8 旅費,527,"001 こども定期予防接種事業費 515,042
ＢＣＧ（乳児） 1,300人
５種混合（乳幼児） 延べ5,320人"
171,目,本年度予算額,前年度予算額,"比
較",,,"２種混合（小学生） 1,950人"
171,目,本年度予算額,前年度予算額,"比
較",費用弁償,507,"ＭＲ第１期 1,400人"
171,目,本年度予算額,前年度予算額,"比
較",普通旅費,3,"ＭＲ第２期 1,750人"
171,目,本年度予算額,前年度予算額,"比
較",特別旅費,17,"日本脳炎（乳幼児） 延べ6,900人"
171,目,本年度予算額,前年度予算額,"比
較",10 需用費,"11,055","日本脳炎（小学生） 2,200人
小児用肺炎球菌 延べ5,200人"
171,目,本年度予算額,前年度予算額,"比
較","消耗品費
印刷製本費
医薬材料費","788
824
9,443","子宮頸がん予防 延べ1,600人
水痘（幼児） 延べ2,600人
Ｂ型肝炎（乳児） 延べ3,700人
ロタウイルス 延べ3,500人
ＲＳウイルス（母子免疫） 1,215人"
171,目,本年度予算額,前年度予算額,"比
較",11 役務費,"4,451","子宮頸がん予防 延べ1,600人
水痘（幼児） 延べ2,600人
Ｂ型肝炎（乳児） 延べ3,700人
ロタウイルス 延べ3,500人
ＲＳウイルス（母子免疫） 1,215人"
171,目,本年度予算額,前年度予算額,"比
較",,,"こども定期予防接種費補助金 延べ161人 2,454"
171,目,本年度予算額,前年度予算額,"比
較",通信運搬費,"3,914","002 高齢者等定期予防接種事業費 347,478"
171,目,本年度予算額,前年度予算額,"比
較",保険料,537,"インフルエンザ（高齢者） 37,400人"
171,目,本年度予算額,前年度予算額,"比
較",12 委託料,"867,255","高齢者肺炎球菌 1,620人
新型コロナ（高齢者） 8,100人
帯状疱疹（高齢者） 延べ8,900人"
171,目,本年度予算額,前年度予算額,"比
較",18 負担金、補助,"2,953","高齢者肺炎球菌 1,620人
新型コロナ（高齢者） 8,100人
帯状疱疹（高齢者） 延べ8,900人"
171,目,本年度予算額,前年度予算額,"比
較",及び交付金,,高齢者定期予防接種費補助金 延べ16人 199
171,,千円,千円,千円,,,"003 その他予防接種事業費 24,751"
171,,千円,千円,千円,補助金,"2,953","インフルエンザ（高校生まで）
延べ18,000人
風しん・ＭＲ 260人"
171,,千円,千円,千円,21 補償、補塡及,"1,500","インフルエンザ（高校生まで）
延べ18,000人
風しん・ＭＲ 260人"
171,,千円,千円,千円,び賠償金,,"おたふくかぜ 1,800人"
171,,千円,千円,千円,,,予防接種健康被害補償金
171,,千円,千円,千円,"補償金及び補
塡金","1,500","こどもインフルエンザ 90
予防接種費補助金 延べ90人"
172,目,本年度予算額,前年度予算額,"比
較",節,節,"説
明"
172,目,本年度予算額,前年度予算額,"比
較","区
分","金
額","説
明"
172,目,本年度予算額,前年度予算額,"比
較",,千円,"千円
風しん・ＭＲワクチン 10
接種費補助金 2人"
172,目,本年度予算額,前年度予算額,"比
較",,,予防接種の再接種費補助金 200
172,目,本年度予算額,前年度予算額,"比
較",1 報酬,"2,632","001 給与費 3,909"
172,目,本年度予算額,前年度予算額,"比
較",3 職員手当等,643,"001 パートタイム会計年度任用職員 3,909
（定数）
事務補助 1人"
172,目,本年度予算額,前年度予算額,"比
較",期末手当,550,"002 動物愛護管理費 9,364"
172,目,本年度予算額,前年度予算額,"比
較",勤勉手当,93,"001 動物愛護管理費 9,364"
172,目,本年度予算額,前年度予算額,"比
較",4 共済費,534,"犬の登録及び狂犬病予防注射済票交付
ペット同行避難啓発
猫の去勢・避妊手術補助金 4,000"
172,目,本年度予算額,前年度予算額,"比
較",8 旅費,105,"犬の登録及び狂犬病予防注射済票交付
ペット同行避難啓発
猫の去勢・避妊手術補助金 4,000"
172,目,本年度予算額,前年度予算額,"比
較",,,猫の適正管理推進モデル事業補助金 200
172,目,本年度予算額,前年度予算額,"比
較",費用弁償,100,動物愛護事業補助金 5団体 700
172,,千円,千円,千円,普通旅費,5,県動物保護協会負担金 348
172,,千円,千円,千円,10 需用費,720,県動物保護協会負担金 348
172,,千円,千円,千円,消耗品費,400,
172,3 動物愛護管,"13,273","14,365","△1,092",印刷製本費,320,
172,3 動物愛護管,"13,273","14,365","△1,092",11 役務費,"3,031",
172,3 動物愛護管,"13,273","14,365","△1,092",通信運搬費,"1,700",
172,3 動物愛護管,"13,273","14,365","△1,092",手数料,"1,331",
172,理費,,,,12 委託料,360,
172,理費,,,,18 負担金、補助,"5,248",
172,理費,,,,及び交付金,,
172,理費,,,,負担金,348,
173,目,本年度予算額,前年度予算額,"比
較",節,節,"説
明"
173,目,本年度予算額,前年度予算額,"比
較","区
分","金
額","説
明"
173,目,本年度予算額,前年度予算額,"比
較",,千円,千円
173,目,本年度予算額,前年度予算額,"比
較",補助金,"4,900",
173,目,本年度予算額,前年度予算額,"比
較",1 報酬,"20,225","001 給与費 25,209"
173,目,本年度予算額,前年度予算額,"比
較",3 職員手当等,"2,188","001 自殺対策推進会議委員 ８人
56
002 パートタイム会計年度任用職員 （健康政策） 3,628"
173,目,本年度予算額,前年度予算額,"比
較",期末手当,"1,872","（定数）
事務補助 1人"
173,目,本年度予算額,前年度予算額,"比
較",勤勉手当,316,"003 パートタイム会計年度任用職員 （地域保健） 21,525"
173,目,本年度予算額,前年度予算額,"比
較",4 共済費,"1,521","（定数外）
歯科衛生士 7人
保健師 6人
看護師 4人
栄養士 4人
保育士 4人
助産師 2人
002 健康教育・相談費 2,873"
173,目,本年度予算額,前年度予算額,"比
較",7 報償費,"5,126","（定数外）
歯科衛生士 7人
保健師 6人
看護師 4人
栄養士 4人
保育士 4人
助産師 2人
002 健康教育・相談費 2,873"
173,目,本年度予算額,前年度予算額,"比
較",8 旅費,"1,464","（定数外）
歯科衛生士 7人
保健師 6人
看護師 4人
栄養士 4人
保育士 4人
助産師 2人
002 健康教育・相談費 2,873"
173,目,本年度予算額,前年度予算額,"比
較","費用弁償
普通旅費
特別旅費","1,297
34
133","001 健康教育事業費 485
生活習慣病等予防教育
地区健康教育活動
ふじ職域健康リーダー事業
会議、研修会出席者負担金 28"
173,目,本年度予算額,前年度予算額,"比
較",10 需用費,"11,631","001 健康教育事業費 485
生活習慣病等予防教育
地区健康教育活動
ふじ職域健康リーダー事業
会議、研修会出席者負担金 28"
173,,千円,千円,千円,,,"002 健康相談事業費 1,147"
173,,千円,千円,千円,消耗品費,"3,542",生活習慣改善等健康相談
173,,千円,千円,千円,燃料費,110,まちの保健室事業
173,,千円,千円,千円,食糧費,7,災害時健康相談用資材
173,,千円,千円,千円,印刷製本費,"7,009","003 自殺予防対策事業費 1,241"
173,4 保健活動費,"563,424","549,755","13,669",修繕料,90,相談事業
173,4 保健活動費,"563,424","549,755","13,669",医薬材料費,873,こころのゲートキーパー養成
173,4 保健活動費,"563,424","549,755","13,669",11 役務費,"20,549","普及啓発活動
新睡眠キャンペーン啓発"
173,4 保健活動費,"563,424","549,755","13,669","通信運搬費
手数料
保険料","20,440
41
68","うつ病家族講座
自殺対策推進会議開催
災害時メンタルヘルス対策"
174,目,本年度予算額,前年度予算額,"比
較",節,節,"説
明"
174,目,本年度予算額,前年度予算額,"比
較","区
分","金
額","説
明"
174,目,本年度予算額,前年度予算額,"比
較",12 委託料,"千円
437,774","千円
003 健康診査費 244,775"
174,目,本年度予算額,前年度予算額,"比
較","13 使用料及び賃
借料",640,"001 健康診査事業費 9,515
生活保護受給者等健康診査 132人
肝炎ウイルス検診 1,350人
002 がん検診事業費 134,197"
174,目,本年度予算額,前年度予算額,"比
較",17 備品購入費,605,"001 健康診査事業費 9,515
生活保護受給者等健康診査 132人
肝炎ウイルス検診 1,350人
002 がん検診事業費 134,197"
174,目,本年度予算額,前年度予算額,"比
較","18 負担金、補助
及び交付金","61,542","胃がんリスク検診 645人
胃部エックス線検診 900人
胃内視鏡検診 2,500人"
174,目,本年度予算額,前年度予算額,"比
較","負担金
補助金","290
61,252","肺がん検診 7,723人
大腸がん検診 13,435人
前立腺がん検診 2,350人
県対がん協会負担金 130"
