ページ,目,本年度予算額,前年度予算額,比較,区分,金額,説明
232,5 橋梁維持費,"447,876","389,045","58,831",15 原材料費,500,"潤井川大橋耐震補強工事
花守橋耐震補強予備設計"
232,5 橋梁維持費,"447,876","389,045","58,831",17 備品購入費,230,"潤井川大橋耐震補強工事
花守橋耐震補強予備設計"
233,目,本年度予算額,前年度予算額,"比
較",節,節,"説
明"
233,目,本年度予算額,前年度予算額,"比
較","区
分","金
額","説
明"
233,目,本年度予算額,前年度予算額,"比
較",18 負担金、補助,"千円
8,021",千円
233,目,本年度予算額,前年度予算額,"比
較",及び交付金,,
233,目,本年度予算額,前年度予算額,"比
較",負担金,"8,021",
233,,千円,千円,千円,21 補償、補塡及,"8,400",
233,,千円,千円,千円,び賠償金,,
233,6 橋梁新設改,"56,000","24,000","32,000",補償金及び補,"8,400",
233,良費,,,,塡金,,
233,良費,,,,18 負担金、補助,"56,000","001 橋梁新設改良費 56,000"
233,計,"2,838,207","2,430,806","407,401",及び交付金,,"001 田子鮫島線（竜宮橋）架替事業費 56,000"
233,計,"2,838,207","2,430,806","407,401",,,県事業負担金 42.5％負担
233,計,"2,838,207","2,430,806","407,401",負担金,"56,000",
233,計,"2,838,207","2,430,806","407,401",1 報酬,"5,610","001 給与費 102,276"
233,計,"2,838,207","2,430,806","407,401",2 給料,"47,280","001 一般職 １１人 93,980
002 パートタイム会計年度任用職員 8,296
（定数）
事務補助 1人
嘱託調査員 1人"
233,計,"2,838,207","2,430,806","407,401",3 職員手当等,"32,723","001 一般職 １１人 93,980
002 パートタイム会計年度任用職員 8,296
（定数）
事務補助 1人
嘱託調査員 1人"
233,計,"2,838,207","2,430,806","407,401",管理職手当,797,"002 一般管理費 2,605"
233,計,"2,838,207","2,430,806","407,401",扶養手当,606,"001 一般管理費 2,605"
233,計,"2,838,207","2,430,806","407,401",地域手当,"1,948",用水委員 25人
233,計,"2,838,207","2,430,806","407,401",住居手当,"1,257",富士治山治水期成同盟会負担金 120
233,計,"2,838,207","2,430,806","407,401",通勤手当,711,沼川改修促進期成同盟会負担金 135
234,目,本年度予算額,前年度予算額,"比
較",節,節,"説
明"
234,目,本年度予算額,前年度予算額,"比
較","区
分","金
額","説
明"
234,目,本年度予算額,前年度予算額,"比
較",時間外勤務手,"千円
5,358","千円
県河川協会負担金 405"
234,目,本年度予算額,前年度予算額,"比
較",当,,全国治水砂防協会県支部会費 161
234,目,本年度予算額,前年度予算額,"比
較",休日勤務手当,50,富士川改修促進期成同盟会負担金 30
234,目,本年度予算額,前年度予算額,"比
較","期末手当
勤勉手当","12,434
9,562","富士海岸保全施設 150
整備促進期成同盟会負担金
会議、研修会出席者負担金 200
003 河川愛護事業費 1,085"
234,目,本年度予算額,前年度予算額,"比
較",4 共済費,"16,463","富士海岸保全施設 150
整備促進期成同盟会負担金
会議、研修会出席者負担金 200
003 河川愛護事業費 1,085"
234,目,本年度予算額,前年度予算額,"比
較",7 報償費,250,"001 河川愛護推進事業費 1,085
河川愛護美化啓発イベント
たらい流し川祭り事業費補助金 400"
234,目,本年度予算額,前年度予算額,"比
較",8 旅費,491,"001 河川愛護推進事業費 1,085
河川愛護美化啓発イベント
たらい流し川祭り事業費補助金 400"
234,目,本年度予算額,前年度予算額,"比
較",,,"004 雨水浸透・貯留施設設置費 2,700"
234,目,本年度予算額,前年度予算額,"比
較",費用弁償,200,"001 雨水浸透・貯留施設設置助成費 2,700"
234,目,本年度予算額,前年度予算額,"比
較",普通旅費,188,雨水浸透・貯留施設設置費補助金
234,目,本年度予算額,前年度予算額,"比
較",特別旅費,103,
234,目,本年度予算額,前年度予算額,"比
較",10 需用費,250,
234,目,本年度予算額,前年度予算額,"比
較",消耗品費,154,
234,目,本年度予算額,前年度予算額,"比
較",印刷製本費,96,
234,目,本年度予算額,前年度予算額,"比
較",11 役務費,377,
234,目,本年度予算額,前年度予算額,"比
較",通信運搬費,271,
234,,千円,千円,千円,保険料,106,
234,,千円,千円,千円,12 委託料,676,
234,,千円,千円,千円,13 使用料及び賃,245,
234,,千円,千円,千円,借料,,
234,,千円,千円,千円,18 負担金、補助,"4,301",
234,,千円,千円,千円,及び交付金,,
235,目,本年度予算額,前年度予算額,"比
較",節,節,"説
明"
235,目,本年度予算額,前年度予算額,"比
較","区
分","金
額","説
明"
235,目,本年度予算額,前年度予算額,"比
較",負担金,"千円
1,201",千円
235,目,本年度予算額,前年度予算額,"比
較",補助金,"3,100",
235,目,本年度予算額,前年度予算額,"比
較",7 報償費,"7,495",001 事業事務費 316
235,目,本年度予算額,前年度予算額,"比
較",10 需用費,"19,915","001 事業事務費 316
002 河川維持補修費 299,636"
235,目,本年度予算額,前年度予算額,"比
較","消耗品費
燃料費
印刷製本費
光熱水費
修繕料","599
9
70
8,992
10,245","001 河川維持補修事業費 263,550
河川維持補修、修繕
調整池、河川浚渫
春堀工事、春堀浚渫
002 河川緑地維持管理事業費 22,814
除草、刈込、剪定 ほか
003 春堀・河川清掃事業費 13,272"
235,目,本年度予算額,前年度予算額,"比
較",11 役務費,"7,107","001 河川維持補修事業費 263,550
河川維持補修、修繕
調整池、河川浚渫
春堀工事、春堀浚渫
002 河川緑地維持管理事業費 22,814
除草、刈込、剪定 ほか
003 春堀・河川清掃事業費 13,272"
235,目,本年度予算額,前年度予算額,"比
較",,,町内会、河川愛護団体による清掃、浚渫
235,目,本年度予算額,前年度予算額,"比
較",通信運搬費,"7,107","003 河川工作物維持補修費 33,619"
235,目,本年度予算額,前年度予算額,"比
較",12 委託料,"43,534","001 河川工作物維持補修事業費 6,870
水門等工作物維持補修
002 河川工作物保守管理事業費 26,749"
235,目,本年度予算額,前年度予算額,"比
較",13 使用料及び賃,"6,072","001 河川工作物維持補修事業費 6,870
水門等工作物維持補修
002 河川工作物保守管理事業費 26,749"
235,,千円,千円,千円,借料,,水門、排水機場の点検、検査、修繕
235,,千円,千円,千円,14 工事請負費,"248,570",水門管理人 66人
235,,千円,千円,千円,15 原材料費,600,水門管理人 66人
235,,千円,千円,千円,17 備品購入費,78,水門管理人 66人
235,2 河川維持費,"333,571","324,772","8,799",21 補償、補塡及,200,水門管理人 66人
235,2 河川維持費,"333,571","324,772","8,799",び賠償金,,
235,2 河川維持費,"333,571","324,772","8,799",補償金及び補,200,
235,2 河川維持費,"333,571","324,772","8,799",塡金,,
236,目,本年度予算額,前年度予算額,"比
較",節,節,"説
明"
236,目,本年度予算額,前年度予算額,"比
較","区
分","金
額","説
明"
236,目,本年度予算額,前年度予算額,"比
較",,千円,千円
236,目,本年度予算額,前年度予算額,"比
較",2 給料,"38,984","001 給与費 79,031"
236,目,本年度予算額,前年度予算額,"比
較",3 職員手当等,"27,002","001 一般職 ９人
79,031"
236,目,本年度予算額,前年度予算額,"比
較",,,"002 事業事務費 1,667"
236,目,本年度予算額,前年度予算額,"比
較",,,"001 事業事務費 1,667"
236,目,本年度予算額,前年度予算額,"比
較",扶養手当,"2,136",
236,目,本年度予算額,前年度予算額,"比
較",,,"003 河川改良費（国庫補助） 92,400"
236,目,本年度予算額,前年度予算額,"比
較",地域手当,"1,645",
236,目,本年度予算額,前年度予算額,"比
較",,,"001 富士早川改修事業費 46,000"
236,目,本年度予算額,前年度予算額,"比
較",住居手当,336,
236,目,本年度予算額,前年度予算額,"比
較",,,護岸工 Ｌ＝40ｍ
236,目,本年度予算額,前年度予算額,"比
較",通勤手当,498,
236,目,本年度予算額,前年度予算額,"比
較",,,管理道築造 Ｌ＝40ｍ
236,目,本年度予算額,前年度予算額,"比
較",時間外勤務手,"4,963",
236,目,本年度予算額,前年度予算額,"比
較",,,橋梁予備設計 Ｎ＝1橋
236,目,本年度予算額,前年度予算額,"比
較",当,,
236,目,本年度予算額,前年度予算額,"比
較",,,"002 下堀（下流部）改修事業費 46,400"
236,目,本年度予算額,前年度予算額,"比
較",休日勤務手当,50,
236,目,本年度予算額,前年度予算額,"比
較",,,右岸取合道路築造 Ｌ＝86ｍ
236,目,本年度予算額,前年度予算額,"比
較",期末手当,"9,648",
236,目,本年度予算額,前年度予算額,"比
較",,,補償一式
236,目,本年度予算額,前年度予算額,"比
較",勤勉手当,"7,726",
236,目,本年度予算額,前年度予算額,"比
較",4 共済費,"13,045","004 河川改良費（単独） 278,388
001 新堀（上流部）改修事業費 64,788"
236,,千円,千円,千円,8 旅費,317,護岸工 Ｌ＝40ｍ
236,,千円,千円,千円,,,補償一式
236,,千円,千円,千円,,,"002 江尾江川流域治水対策事業費 61,300"
236,,千円,千円,千円,普通旅費,317,
236,,千円,千円,千円,10 需用費,"1,250","水路工 Ｌ＝60ｍ
地区内浚渫"
236,,千円,千円,千円,,,"用地取得 Ａ＝6,160㎡"
236,,千円,千円,千円,消耗品費,650,"003 総合治水計画推進事業費 1,900"
236,,千円,千円,千円,印刷製本費,600,千代田町浸水対策
236,3 河川改良費,"635,706","409,660","226,046",11 役務費,820,"004 雨水貯留池整備事業費 8,000"
236,3 河川改良費,"635,706","409,660","226,046",,,丘小学校校庭貯留築造
236,3 河川改良費,"635,706","409,660","226,046",,,"005 下堀（川成島地区）改修事業費 95,000"
236,3 河川改良費,"635,706","409,660","226,046",手数料,820,
236,3 河川改良費,"635,706","409,660","226,046",12 委託料,"154,600","護岸工 Ｌ＝80ｍ
006 前田地区排水路改修事業費 4,500"
236,3 河川改良費,"635,706","409,660","226,046",13 使用料及び賃,100,前田広町堀改修工 Ｌ＝60ｍ
236,3 河川改良費,"635,706","409,660","226,046",,,"007 松岡地区水路改修事業費 42,900"
236,3 河川改良費,"635,706","409,660","226,046",借料,,
237,目,本年度予算額,前年度予算額,"比
較",節,節,"説
明"
237,目,本年度予算額,前年度予算額,"比
較","区
分","金
額","説
明"
237,目,本年度予算額,前年度予算額,"比
較",14 工事請負費,"千円
375,560","千円
調整池施設計画検討"
237,目,本年度予算額,前年度予算額,"比
較","16 公有財産購入
費","9,300","用地測量、鑑定評価
005 工業振興基盤整備費 184,220
001 大野新田地区水路改修事業費 86,200
水路工 Ｌ＝73ｍ"
237,目,本年度予算額,前年度予算額,"比
較",21 補償、補塡及,"14,728","用地測量、鑑定評価
005 工業振興基盤整備費 184,220
001 大野新田地区水路改修事業費 86,200
水路工 Ｌ＝73ｍ"
237,目,本年度予算額,前年度予算額,"比
較",び賠償金,,水路浚渫
237,目,本年度予算額,前年度予算額,"比
較",,,水門設備改修 Ｎ＝1基
237,目,本年度予算額,前年度予算額,"比
較",補償金及び補,"14,728",補償一式
237,目,本年度予算額,前年度予算額,"比
較",塡金,,"002 沖田地区水路整備事業費 98,020"
237,,千円,千円,千円,,,ポンプ場詳細設計
237,,千円,千円,千円,,,北地区雨水管渠施設計画
237,,千円,千円,千円,,,ポンプ場補償再算定・用地鑑定評価
237,4 都市下水路,"3,012","2,995",17,,,水路年間維持管理
237,4 都市下水路,"3,012","2,995",17,10 需用費,31,"001 都市下水路維持修繕費 3,012"
237,4 都市下水路,"3,012","2,995",17,,,"001 都市下水路維持修繕事業費 3,012"
237,4 都市下水路,"3,012","2,995",17,消耗品費,29,都市下水路修繕浚渫
237,費,,,,印刷製本費,2,
237,費,,,,11 役務費,61,
237,費,,,,保険料,61,
237,計,"1,080,955","840,565","240,390",12 委託料,920,
237,計,"1,080,955","840,565","240,390",14 工事請負費,"2,000",
238,目,本年度予算額,前年度予算額,"比
較",節,節,"説
明"
238,目,本年度予算額,前年度予算額,"比
較","区
分","金
額","説
明"
238,目,本年度予算額,前年度予算額,"比
較",8 旅費,"千円
486","千円
001 港湾振興費 67,213"
238,目,本年度予算額,前年度予算額,"比
較",,,"001 港湾振興事業費 1,754"
238,目,本年度予算額,前年度予算額,"比
較",普通旅費,290,田子の浦港整備利用促進活動費補助金 300
238,目,本年度予算額,前年度予算額,"比
較",特別旅費,196,"県港湾振興会負担金 1,005"
238,目,本年度予算額,前年度予算額,"比
較",10 需用費,8,"中部みなとオアシス連絡協議会負担金 60
海の日記念事業負担金 50"
238,目,本年度予算額,前年度予算額,"比
較",消耗品費,8,"ポートセールス実行委員会負担金 20
会議、研修会出席者負担金 18
002 田子の浦港にぎわい推進事業費 65,459"
238,目,本年度予算額,前年度予算額,"比
較",12 委託料,"18,000","ポートセールス実行委員会負担金 20
会議、研修会出席者負担金 18
002 田子の浦港にぎわい推進事業費 65,459"
238,目,本年度予算額,前年度予算額,"比
較",13 使用料及び賃,33,"プロムナードにぎわい推進事業
漁網倉庫跡地整備 ほか"
238,目,本年度予算額,前年度予算額,"比
較",借料,,田子の浦港イルミネーション事業
238,目,本年度予算額,前年度予算額,"比
較",14 工事請負費,"35,000","市制60周年記念
（仮称）富士のふもとの特撮博開催"
238,目,本年度予算額,前年度予算額,"比
較",18 負担金、補助,"187,340","田子の浦港にぎわいイベント 2,100
開催事業補助金"
238,目,本年度予算額,前年度予算額,"比
較",及び交付金,,"市制60周年記念
田子の浦港開港60周年記念事業負担金 7,000"
238,,千円,千円,千円,"負担金
補助金","184,940
2,400","客船寄港歓送迎事業負担金 3,000
下水道受益者負担金 116
会議、研修会出席者負担金 17"
238,,千円,千円,千円,,,"002 港湾整備促進費 173,654"
238,,千円,千円,千円,,,"001 田子の浦港整備県事業負担金 173,654"
238,,千円,千円,千円,,,"直轄事業 5／100負担 2,000"
238,,千円,千円,千円,,,"港湾改修（重要）事業 15／100負担 76,151"
238,1 港湾整備費,"240,867","217,473","23,394",,,"港湾改修（統合補助）事業 1／3負担 11,282"
238,1 港湾整備費,"240,867","217,473","23,394",,,"港湾メンテナンス（統合補助）事業 8,461
1／3負担"
238,1 港湾整備費,"240,867","217,473","23,394",,,"港湾メンテナンス（港湾施設）事業 27,076
1／3負担"
238,1 港湾整備費,"240,867","217,473","23,394",,,"港湾維持浚渫事業 25／100負担 38,614"
238,1 港湾整備費,"240,867","217,473","23,394",,,港湾施設改良事業 30／100負担 340
239,目,本年度予算額,前年度予算額,"比
較",節,節,"説
明"
239,目,本年度予算額,前年度予算額,"比
較","区
分","金
額","説
明"
239,目,本年度予算額,前年度予算額,"比
較",,千円,千円
239,目,本年度予算額,前年度予算額,"比
較",,,"港湾現況調査事業 30／100負担 2,538"
239,,千円,千円,千円,,,"港湾海岸環境整備事業 50／100負担 7,192"
239,計,"240,867","217,473","23,394",1 報酬,"2,556","001 給与費 298,027"
239,計,"240,867","217,473","23,394",2 給料,"146,749",001 都市計画審議会委員 １２人 480
239,計,"240,867","217,473","23,394",3 職員手当等,"99,382","002 一般職 ３３人 294,557
003 パートタイム会計年度任用職員 2,990"
239,計,"240,867","217,473","23,394",,,（定数）
239,計,"240,867","217,473","23,394",,,事務補助 1人
239,計,"240,867","217,473","23,394",管理職手当,"3,345",
239,計,"240,867","217,473","23,394",,,002 都市計画審議会費 160
239,計,"240,867","217,473","23,394",扶養手当,"6,387",
239,計,"240,867","217,473","23,394",,,001 都市計画審議会費 160
239,計,"240,867","217,473","23,394",地域手当,"6,255",
239,計,"240,867","217,473","23,394",,,"003 都市計画管理費 4,050"
239,計,"240,867","217,473","23,394",住居手当,"1,390",
239,計,"240,867","217,473","23,394",,,"001 都市計画管理事業費 1,775"
239,計,"240,867","217,473","23,394",通勤手当,"3,770",
239,計,"240,867","217,473","23,394",,,都市計画協会会費 228
239,計,"240,867","217,473","23,394",特殊勤務手当,108,
239,計,"240,867","217,473","23,394",,,県都市計画協会会費 200
239,計,"240,867","217,473","23,394",時間外勤務手,"11,792",
239,計,"240,867","217,473","23,394",,,岳南広域都市計画担当者連絡協議会会費 40
239,計,"240,867","217,473","23,394",当,,
239,計,"240,867","217,473","23,394",,,"002 都市計画基本図等整備事業費 2,275"
239,計,"240,867","217,473","23,394",休日勤務手当,50,
239,計,"240,867","217,473","23,394",,,窓口閲覧システム等借上
239,計,"240,867","217,473","23,394",期末手当,"36,800",
239,計,"240,867","217,473","23,394",勤勉手当,"29,485",
239,計,"240,867","217,473","23,394",4 共済費,"49,340",
239,計,"240,867","217,473","23,394",8 旅費,366,
239,計,"240,867","217,473","23,394",費用弁償,58,
239,計,"240,867","217,473","23,394",普通旅費,137,
239,1 都市計画総,"302,237","307,917","△5,680",,,
239,務費,,,,,,
240,目,本年度予算額,前年度予算額,"比
較",節,節,"説
明"
240,目,本年度予算額,前年度予算額,"比
較","区
分","金
額","説
明"
240,目,本年度予算額,前年度予算額,"比
較",特別旅費,"千円
171",千円
240,目,本年度予算額,前年度予算額,"比
較",10 需用費,"1,492",千円
240,目,本年度予算額,前年度予算額,"比
較",消耗品費,288,
240,目,本年度予算額,前年度予算額,"比
較",食糧費,6,
240,目,本年度予算額,前年度予算額,"比
較",印刷製本費,"1,198",
240,目,本年度予算額,前年度予算額,"比
較",12 委託料,"1,040",
240,目,本年度予算額,前年度予算額,"比
較",13 使用料及び賃,844,
240,目,本年度予算額,前年度予算額,"比
較",借料,,
240,目,本年度予算額,前年度予算額,"比
較",18 負担金、補助,468,
240,目,本年度予算額,前年度予算額,"比
較",及び交付金,,
240,目,本年度予算額,前年度予算額,"比
較",負担金,468,
240,,千円,千円,千円,1 報酬,500,001 給与費 500
240,,千円,千円,千円,7 報償費,884,"001 公共交通協議会委員 １１人 500
002 まちづくり計画調査費 10,405
001 都市計画施設等整備促進調査事業費 40"
240,,千円,千円,千円,8 旅費,"1,211","001 公共交通協議会委員 １１人 500
002 まちづくり計画調査費 10,405
001 都市計画施設等整備促進調査事業費 40"
240,,千円,千円,千円,,,本市場大渕線整備に伴う都市計画の変更
240,2 まちづくり,"664,310","534,211","130,099",費用弁償,310,"002 都市計画マスタープラン推進事業費 4,008"
240,2 まちづくり,"664,310","534,211","130,099",普通旅費,700,用途地域等再検証ガイドライン策定
240,2 まちづくり,"664,310","534,211","130,099",特別旅費,201,003 地区計画導入事業費 64
240,2 まちづくり,"664,310","534,211","130,099",10 需用費,"1,309","市街化調整区域における
地区計画策定促進"
240,計画事業費,,,,,,"004 都市計画基本的諸調査事業費 6,074"
240,計画事業費,,,,消耗品費,213,岳南広域都市計画基礎調査
240,計画事業費,,,,食糧費,40,会議、研修会出席者負担金 15
240,計画事業費,,,,印刷製本費,"1,056",005 事前都市復興推進事業費 219
241,目,本年度予算額 前年度予算額,本年度予算額 前年度予算額,"比
較",節,節,"説
明"
241,目,本年度予算額 前年度予算額,本年度予算額 前年度予算額,"比
較","区
分","金
額","説
明"
241,目,本年度予算額 前年度予算額,本年度予算額 前年度予算額,"比
較",12 委託料,"千円
229,834","千円
復興まちづくり訓練"
241,目,本年度予算額 前年度予算額,本年度予算額 前年度予算額,"比
較","13 使用料及び賃
借料",43,"003 都市交通推進費 653,405
001 公共交通振興事業費 20,928
地域公共交通計画改定
市制60周年記念
地方鉄道フェア開催
公共交通利用促進ワークショップ"
241,目,本年度予算額 前年度予算額,本年度予算額 前年度予算額,"比
較",14 工事請負費,"98,000","003 都市交通推進費 653,405
001 公共交通振興事業費 20,928
地域公共交通計画改定
市制60周年記念
地方鉄道フェア開催
公共交通利用促進ワークショップ"
241,目,本年度予算額 前年度予算額,本年度予算額 前年度予算額,"比
較",18 負担金、補助,"332,529","003 都市交通推進費 653,405
001 公共交通振興事業費 20,928
地域公共交通計画改定
市制60周年記念
地方鉄道フェア開催
公共交通利用促進ワークショップ"
241,目,本年度予算額 前年度予算額,本年度予算額 前年度予算額,"比
較",及び交付金,,バスなび改定
241,目,本年度予算額 前年度予算額,本年度予算額 前年度予算額,"比
較",,,公共交通協議会運営
241,目,本年度予算額 前年度予算額,本年度予算額 前年度予算額,"比
較",負担金,27,会議、研修会出席者負担金 12
241,目,本年度予算額 前年度予算額,本年度予算額 前年度予算額,"比
較",補助金,"332,502","002 自主運行バス等運行事業費 120,236"
241,目,本年度予算額 前年度予算額,本年度予算額 前年度予算額,"比
較",,,自主運行バス等運行 18路線
241,目,本年度予算額 前年度予算額,本年度予算額 前年度予算額,"比
較",,,蒲原病院線及び大北線代替バス実証運行
241,目,本年度予算額 前年度予算額,本年度予算額 前年度予算額,"比
較",,,鷹岡地区コミュニティ交通実証運行
241,目,本年度予算額 前年度予算額,本年度予算額 前年度予算額,"比
較",,,"003 公共交通支援事業費 203,161"
241,目,本年度予算額 前年度予算額,本年度予算額 前年度予算額,"比
較",,,"生活交通地域路線維持費補助金 98,294"
241,目,本年度予算額 前年度予算額,本年度予算額 前年度予算額,"比
較",,,"生活交通基幹路線維持費補助金 19,912"
241,目,本年度予算額 前年度予算額,本年度予算額 前年度予算額,"比
較",,,"のるーとひまわり運行事業補助金 15,000"
241,目,本年度予算額 前年度予算額,本年度予算額 前年度予算額,"比
較",,,"地方鉄道事業運営費補助金 67,455"
241,目,本年度予算額 前年度予算額,本年度予算額 前年度予算額,"比
較",,,公共交通利用促進補助金 100
241,目,本年度予算額 前年度予算額,本年度予算額 前年度予算額,"比
較",,,"ユニバーサルデザインタクシー 2,400
導入支援補助金"
241,,千円,千円,千円,,,"004 バリアフリー基本構想推進事業費 224,829"
241,,千円,千円,千円,,,"富士川駅西口駅前広場
バリアフリー化事業"
241,,千円,千円,千円,,,"富士川駅バリアフリー化設備等 126,777
整備事業費補助金"
241,,千円,千円,千円,,,"005 ＭａａＳ・新交通システム推進事業費 84,251"
241,,千円,千円,千円,,,自動運転バス実証運行
241,,千円,千円,千円,,,自動運転バス走行ルート検証
241,,千円,千円,千円,,,ふじＭａａＳ推進協議会運営
242,目,本年度予算額,前年度予算額,"比
較",節,節,"説
明"
242,目,本年度予算額,前年度予算額,"比
較","区
分","金
額","説
明"
242,目,本年度予算額,前年度予算額,"比
較",,千円,千円
242,目,本年度予算額,前年度予算額,"比
較",,,"ＡＩオンデマンド交通システム 2,564"
242,目,本年度予算額,前年度予算額,"比
較",,,構築費等補助金
242,目,本年度予算額,前年度予算額,"比
較",1 報酬,"2,906","001 給与費 105,292"
242,目,本年度予算額,前年度予算額,"比
較",2 給料,"53,580","001 一般職 １３人 101,026"
242,目,本年度予算額,前年度予算額,"比
較",3 職員手当等,"31,487","002 パートタイム会計年度任用職員 4,266
（定数）"
242,目,本年度予算額,前年度予算額,"比
較",,,用地嘱託員 1人
242,目,本年度予算額,前年度予算額,"比
較",,,"002 街路事業管理費 39,014"
242,目,本年度予算額,前年度予算額,"比
較",管理職手当,797,
242,目,本年度予算額,前年度予算額,"比
較",,,"001 街路事業管理事業費 39,014"
242,目,本年度予算額,前年度予算額,"比
較",扶養手当,"1,620",
242,目,本年度予算額,前年度予算額,"比
較",,,"岳南電車踏切道保守負担金 32,021"
242,目,本年度予算額,前年度予算額,"比
較",地域手当,"2,240",
242,目,本年度予算額,前年度予算額,"比
較",,,会議、研修会出席者負担金 85
242,目,本年度予算額,前年度予算額,"比
較",住居手当,336,
242,目,本年度予算額,前年度予算額,"比
較",,,"003 主要幹線街路整備費 222,680"
242,目,本年度予算額,前年度予算額,"比
較",通勤手当,"1,194",
242,目,本年度予算額,前年度予算額,"比
較",,,"001 本市場大渕線（傘木上工区）整備事業費 204,280"
242,目,本年度予算額,前年度予算額,"比
較",特殊勤務手当,100,
242,目,本年度予算額,前年度予算額,"比
較",,,街路築造工 Ｌ＝170ｍ
242,目,本年度予算額,前年度予算額,"比
較",時間外勤務手,"2,338",
242,目,本年度予算額,前年度予算額,"比
較",,,用地取得 補償一式
242,目,本年度予算額,前年度予算額,"比
較",当,,
242,目,本年度予算額,前年度予算額,"比
較",,,"002 本市場大渕線（大渕上工区）整備事業費 12,600"
242,,千円,千円,千円,休日勤務手当,50,
242,,千円,千円,千円,,,用地取得 Ａ＝332㎡
242,,千円,千円,千円,期末手当,"12,836",
242,,千円,千円,千円,,,"003 中島林町線整備事業費 5,800"
242,,千円,千円,千円,勤勉手当,"9,976",
242,,千円,千円,千円,4 共済費,"17,219","用地取得 補償一式
004 幹線街路整備費 279,390"
242,,千円,千円,千円,8 旅費,288,"001 五味島岩本線（四ツ家工区）整備事業費 37,700"
242,,千円,千円,千円,,,側溝工 Ｌ＝20ｍ
242,,千円,千円,千円,,,物件調査
242,3 街路事業費,"740,961","810,309","△69,348",費用弁償,100,
242,3 街路事業費,"740,961","810,309","△69,348",,,用地取得 Ａ＝57㎡ 補償一式
242,3 街路事業費,"740,961","810,309","△69,348",普通旅費,95,
242,3 街路事業費,"740,961","810,309","△69,348",,,"002 左富士臨港線（青葉台東工区）整備事業費 85,130"
242,3 街路事業費,"740,961","810,309","△69,348",特別旅費,93,
242,3 街路事業費,"740,961","810,309","△69,348",10 需用費,487,"街路築造工 Ｌ＝105ｍ
物件調査"
242,3 街路事業費,"740,961","810,309","△69,348",,,補償一式
242,3 街路事業費,"740,961","810,309","△69,348",消耗品費,162,"003 富士駅南口田子浦線整備事業費 95,220"
242,3 街路事業費,"740,961","810,309","△69,348",燃料費,10,街路築造工 Ｌ＝130ｍ
243,目,本年度予算額,前年度予算額,"比
較",節,節,"説
明"
243,目,本年度予算額,前年度予算額,"比
較","区
分","金
額","説
明"
243,目,本年度予算額,前年度予算額,"比
較",,千円,千円
243,目,本年度予算額,前年度予算額,"比
較",印刷製本費,315,物件調査
243,目,本年度予算額,前年度予算額,"比
較",11 役務費,"4,900",用地取得 Ａ＝154㎡
243,目,本年度予算額,前年度予算額,"比
較",,,補償一式
243,目,本年度予算額,前年度予算額,"比
較",,,"004 五味島岩本線（四ツ家東工区）整備事業費 31,540"
243,目,本年度予算額,前年度予算額,"比
較",手数料,"4,900",
243,目,本年度予算額,前年度予算額,"比
較",12 委託料,"40,980","待避所整備工 Ｌ＝10ｍ
道路詳細設計"
243,目,本年度予算額,前年度予算額,"比
較",13 使用料及び賃,133,物件調査
243,目,本年度予算額,前年度予算額,"比
較",,,"005 元吉原富士岡線整備事業費 29,800"
243,目,本年度予算額,前年度予算額,"比
較",借料,,
243,目,本年度予算額,前年度予算額,"比
較",14 工事請負費,"325,000","街路築造工 Ｌ＝70ｍ
物件調査"
243,目,本年度予算額,前年度予算額,"比
較",16 公有財産購入,"212,790",補償一式
243,目,本年度予算額,前年度予算額,"比
較",,,"005 街路事業関連道路整備費 90,400"
243,目,本年度予算額,前年度予算額,"比
較",費,,
243,目,本年度予算額,前年度予算額,"比
較",18 負担金、補助,"36,291","001 富士鷹岡線（川久保交差点）整備事業費 20,400
歩道工 Ｌ＝18ｍ"
243,,千円,千円,千円,及び交付金,,用地取得 Ａ＝4㎡
243,,千円,千円,千円,,,002 本市場大渕線（香西新田工区）関連道路整備事業費
243,,千円,千円,千円,負担金,"36,291","70,000"
243,,千円,千円,千円,21 補償、補塡及,"14,900",道路工 Ｌ＝100ｍ
243,,千円,千円,千円,,,"006 県営事業負担金 4,185"
243,,千円,千円,千円,び賠償金,,
243,4 市街地整備,"2,897,778","1,999,736","898,042",,,"001 県営街路整備事業費 4,185"
243,4 市街地整備,"2,897,778","1,999,736","898,042",,,本市場大渕線 15％負担
243,4 市街地整備,"2,897,778","1,999,736","898,042",補償金及び補,"14,900",
243,4 市街地整備,"2,897,778","1,999,736","898,042",塡金,,
243,4 市街地整備,"2,897,778","1,999,736","898,042",1 報酬,"2,851","001 給与費 134,378"
243,費,,,,2 給料,"65,691","001 一般職 １５人 130,179"
243,費,,,,3 職員手当等,"43,257","002 パートタイム会計年度任用職員 4,139
（定数）"
243,費,,,,,,事務補助 1人
243,費,,,,,,003 富士駅北口駅前公益施設整備事業者選定委員会委員 １人
243,費,,,,管理職手当,797,
243,費,,,,,,60
244,目,本年度予算額,前年度予算額,"比
較",節,節,"説
明"
244,目,本年度予算額,前年度予算額,"比
較","区
分","金
額","説
明"
244,目,本年度予算額,前年度予算額,"比
較",扶養手当,"千円
2,832","千円
002 市街地整備管理費 364"
244,目,本年度予算額,前年度予算額,"比
較",地域手当,"2,756",001 市街地整備事業管理事務費 364
244,目,本年度予算額,前年度予算額,"比
較",住居手当,519,県土地区画整理組合連合会会費 50
