款,項,目,節,説明,R6,R7,R8,補足_R6,補足_R7,補足_R8
,,,,富士山ネットワーク会議負担金,5650,,,"備考: 及び交付金 005 商業振興助成費 3,300",,
,,,,産業まつり商工フェア補助金,2700,,,,,
,,,,負担金,5650,,,,,
,,,,商業振興費補助金,600,,,,,
,,,,補助金,10720,,,"備考: 002 産業交流展示場費 16,128 001 産業交流展示場管理事業費 16,128 施設運営管理（指定管理）",,
,,,旅費,,,,12,,,
,,,需用費,,,,51144,,,
,,,使用料及び賃借料,,,,289,,,
,,,工事請負費,,,,126400,,,
,,,負担金、補助及び交付金,,,,15920,,,
,,交流観光費,,,253186,,307981,,,
,,,報酬,,3659,,6570,,,
,,,,期末手当,664,,,備考: 次期観光基本計画策定,,
,,,,勤勉手当,82,,,備考: 観光基本計画推進会議開催,,
,,,共済費,,656,,1239,,,
,,,,着地型観光推進事業補助金,500,,,"備考: 7 報償費 2,993",,
,,,,富士地域観光振興協議会負担金,1350,,,,,
,,,旅費,,1561,,1376,,,
,,,,県大型観光ｷｬﾝﾍﾟｰﾝ推進協議会負担金,325,,,,,
,,,,県観光協会運営会費,1093,,,"備考: 費用弁償 146 富士地区観光協議会負担金 20 普通旅費 794 新富士駅観光案内所負担金 1,500 特別旅費 621 富士箱根伊豆国際観光テーマ地区 250 静岡県協議会負担金",,
,,,需用費,,17834,,10219,,,
,,,,静岡空港利用促進協議会負担金,840,,,,,
,,,,身延線沿線活性化促進協議会負担金,10,,,"備考: 消耗品費 2,254 全国工場夜景都市協議会負担金 150 食糧費 1,415 ＦＵＪＩ＆ＳＵＮ’24開催負担金 3,000 印刷製本費 1,616 003 観光推進費 56,282 光熱水費 347 001 観光ボランティア推進事業費 482 修繕料 12,202 観光ボランティアガイド養成",,
,,,,観光ボランティアガイド事業補助金,200,,,"備考: 11 役務費 1,151 002 富士山百景推進事業費 13,814 富士山百景写真コンテスト開催",,
,,,,通信運搬費,130,,,備考: 大淵笹場・今宮茶園保全活用,,
,,,,手数料,769,,,備考: 大淵笹場展望エリア・観光カメラ設置,,
,,,,筆耕翻訳料,110,,,,,
,,,職員手当等,,,,1248,,,
,,,報償費,,,,2606,,,
,,,役務費,,,,722,,,
,,,委託料,,,,89704,,,
,,,使用料及び賃借料,,,,6078,,,
,,,工事請負費,,,,1200,,,
,,,備品購入費,,,,110,,,
,,,負担金、補助及び交付金,,,,184165,,,
,,,積立金,,,,2744,,,
,,計量費,,,1507,,1761,,,
,,,報償費,,10,,,,,
,,,,全国特定市計量行政協議会負担金,18,,,,,
,,,,普通旅費,8,,,,,
,,,,特別旅費,50,,,備考: 10 需用費 4,,
,,,,消耗品費,4,,,"備考: 12 委託料 1,383 13 使用料及び賃 34 借料 18 負担金、補助 18 及び交付金",,
,,,,負担金,18,,,,,
,,,旅費,,,,60,,,
,,,需用費,,,,4,,,
,,,委託料,,,,1572,,,
,,,使用料及び賃借料,,,,107,,,
,,,負担金、補助及び交付金,,,,18,,,
,,新富士駅施,,,6471,,,,,
,,,需用費,,3758,,,,,
,,,旅費,,84,,,,,
,,,,修繕料,2000,,,"備考: 12 委託料 3,905 13 使用料及び賃 5,136 借料 14 工事請負費 253",,
,,商工費,,,,8000000,,,,
,,,商工費,,,8000000,,,,
,,産業政策総務費,,,,,406760,,,
,,,報酬,,,,5082,,,
,,,給料,,,,185227,,,
,,,職員手当等,,,,148058,,,
,,,共済費,,,,66428,,,
,,,旅費,,,,886,,,
,,,需用費,,,,1067,,,
,,,使用料及び賃借料,,,,12,,,
,,産業政策推進費,,,,,4180346,,,
,,,旅費,,,,1098,,,
,,,需用費,,,,278,,,
,,,役務費,,,,720065,,,
,,,委託料,,,,2221568,,,
,,,使用料及び賃借料,,,,1369,,,
,,,負担金、補助及び交付金,,,,765968,,,
,,,繰出金,,,,470000,,,
,,新富士駅施設費,,,,,5549,,,
,,,需用費,,,,2790,,,
,,,委託料,,,,2759,,,
,,富士川楽座施設費,,,,,91951,,,
,,,需用費,,,,3915,,,
,,,委託料,,,,37900,,,
,,,使用料及び賃借料,,,,5136,,,
,,,工事請負費,,,,45000,,,
土木費,,,,,12237243,7000000,13904324,,,
,土木管理費,,,,452694,,1011645,,,
,,土木総務費,,,433350,,1011645,,,
,,,報酬,,6858,,3024,,,
,,,職員手当等,,109586,,262308,,,
,,,,当 県街路事業促進協議会負担金,90,,,"備考: 休日勤務手当 400 県スマートＩＣ協議会負担金 4 期末手当 40,709 富士富士宮道路建設促進期成同盟会 271 負担金",,
,,,,勤勉手当,30948,,63424,"備考: 003 道路河川管理費 33,109",,
,,,,管理職手当,,,11074,,,
,,,,扶養手当,,,10146,,,
,,,,地域手当,,,12931,,,
,,,,住居手当,,,3685,,,
,,,,通勤手当,,,7672,,,
,,,,時間外勤務手当,,,33000,,,
,,,,休日勤務手当,,,300,,,
,,,,期末手当,,,75576,,,
,,,,退職手当,,,44500,,,
,,,共済費,,60459,,120398,,,
,,,旅費,,993,,1098,,,
,,,,会議、研修会出席者負担金,35,,,"備考: 003 道路台帳整備事業費 27,885",,
,,,,消耗品費,735,,,備考: 道路台帳補正（地理空間情報等更新包括業務）,,
,,,,食糧費,8,,,備考: 004 私道舗装側溝整備助成費 400,,
,,,,印刷製本費,812,,,備考: 私道舗装及び側溝工事費補助金,,
,,,,費用弁償,,,328,,,
,,,,普通旅費,,,620,,,
,,,,特別旅費,,,150,,,
,,,給料,,,,322176,,,
,,,報償費,,,,224,,,
,,,需用費,,,,3099,,,
,,,,消耗品費,,,2119,,,
,,,,燃料費,,,450,,,
,,,,印刷製本費,,,130,,,
,,,,修繕料,,,400,,,
,,,役務費,,,,1011,,,
,,,,通信運搬費,,,510,,,
,,,,手数料,,,267,,,
,,,,保険料,,,234,,,
,,,委託料,,,,279889,,,
,,,使用料及び賃借料,,,,17193,,,
,,,負担金、補助及び交付金,,,,1225,,,
,,,,負担金,,,1225,,,
,,施設建築費,,,2544,,,,,
,,,旅費,,266,,,,,
,,,,特別旅費,219,,,,,
,,,,県公共建築推進協議会会費,30,,,,,
,,,需用費,,645,,,,,
,,,,建築コスト管理システム研究所賛助会費,100,,,,,
,,,,会議、研修会出席者負担金,163,,,備考: 消耗品費 335 002 施設設備費 405 印刷製本費 295 001 施設設備事業費 405 修繕料 15 公共建築物の新築、修繕等に係る電気、機械 設備の調査、設計、監理、監督及び施工,,
,,,役務費,,594,,,,,
,,,,富士富士宮電力協議会会費,10,,,,,
,,,,会議、研修会出席者負担金,86,,,,,
,,,,手数料,594,,,,,
,,急傾斜地崩,,,16800,,,,,
,,,工事請負費,,1800,,,,,
,,,,負担金,15000,,,"備考: 003 間門急傾斜地崩壊対策事業費 10,000 県事業負担金 10％負担",,
,道路橋梁費,,,,2250463,,3929424,,,
,,道路橋梁総,,,172906,,,,,
,,,報酬,,9309,,,,,
,,,職員手当等,,46849,,,,,
,,幹線道路整,,,370041,,,,,
,,,給料,,22519,,,,,
,,,,扶養手当,672,,,,,
,,,,会議、研修会出席者負担金,15,,,,,
,,,,地域手当,696,,,"備考: 003 幹線道路新設改良費 267,500",,
,,,,通勤手当,497,,,"備考: 001 一色小沢３号線新設事業費 93,500",,
,,,,時間外勤務手,3553,,,"備考: 排水構造物工 Ｌ＝191ｍ 当 舗装工 Ａ＝3,581㎡",,
,,,,休日勤務手当,50,,,"備考: 002 天間清水久保２号線新設事業費 174,000",,
,,,,期末手当,5159,,,備考: 橋梁下部工 Ｎ＝1基,,
,,,,勤勉手当,4199,,,備考: 道路工 Ｌ＝214ｍ,,
,,,共済費,,7481,,,,,
,,生活道路整,,,226277,,,,,
,,,給料,,27783,,,,,
,,,,扶養手当,996,,,"備考: 003 主要生活道路整備費 62,000",,
,,,,地域手当,864,,,"備考: 001 中里大棚滝線改良事業費 28,000",,
,,,,住居手当,972,,,備考: 落石防護柵工 Ｌ＝30ｍ,,
,,,,通勤手当,394,,,"備考: 002 比奈間門線改良事業費 24,000",,
,,,,時間外勤務手,4350,,,備考: 道路工 Ｌ＝35ｍ 当,,
,,橋梁維持費,,,252128,,533750,,,
,,,報酬,,4875,,,,,
,,,,期末手当,996,,,,,
,,,需用費,,,,100,,,
,,,,消耗品費,,,100,,,
,,,委託料,,,,276650,,,
,,,工事請負費,,,,257000,,,
,,橋梁新設改,,,134000,,,,,
,,,工事請負費,,43300,,,,,
,,,,負担金,89000,,,"備考: 002 田子鮫島線（竜宮橋）架替事業費 89,000",,
,,,補償、補及,,1700,,,,,
,,,,補償金及び補,1700,,,備考: 金,,
,,道路維持費,,,,,1236684,,,
,,,報酬,,,,31584,,,
,,,職員手当等,,,,4914,,,
,,,,期末手当,,,4207,,,
,,,,勤勉手当,,,707,,,
,,,共済費,,,,7002,,,
,,,旅費,,,,56,,,
,,,,普通旅費,,,56,,,
,,,需用費,,,,128696,,,
,,,,消耗品費,,,5726,,,
,,,,燃料費,,,2170,,,
,,,,光熱水費,,,37000,,,
,,,,修繕料,,,83800,,,
,,,役務費,,,,1946,,,
,,,,通信運搬費,,,46,,,
,,,,手数料,,,450,,,
,,,,保険料,,,650,,,
,,,,自動車損害保険料,,,800,,,
,,,委託料,,,,363000,,,
,,,使用料及び賃借料,,,,4856,,,
,,,工事請負費,,,,639600,,,
,,,原材料費,,,,45000,,,
,,,公有財産購入費,,,,8000,,,
,,,公課費,,,,2030,,,
,,道路新設改良費,,,,,1934190,,,
,,,旅費,,,,54,,,
,,,,普通旅費,,,54,,,
,,,需用費,,,,150,,,
,,,,消耗品費,,,150,,,
,,,委託料,,,,300086,,,
,,,工事請負費,,,,1363400,,,
,,,公有財産購入費,,,,186000,,,
,,,補償、補填及び賠償金,,,,84500,,,
,,,,補償金,,,84500,,,
,,交通安全施設費,,,,,224800,,,
,,,需用費,,,,2050,,,
,,,,消耗品費,,,1600,,,
,,,,修繕料,,,450,,,
,,,委託料,,,,69750,,,
,,,工事請負費,,,,153000,,,
,河川費,,,,925891,,290188,,,
,,河川総務費,,,103486,,,,,
,,,報酬,,4646,,,,,
,,,職員手当等,,29538,,,,,
,,,,当 会議、研修会出席者負担金,204,,,備考: 休日勤務手当 50 002 富士海岸整備促進事務費 150,,
,,河川維持費,,,327017,,66288,,,
,,,報償費,,574,,,,,
,,,,消耗品費,482,,,備考: 河川維持補修、修繕,,
,,,,燃料費,9,,,備考: 調整池、河川浚渫,,
,,,,印刷製本費,94,,,"備考: 春堀工事、春堀浚渫 光熱水費 9,652 002 河川緑地維持管理事業費 20,000",,
,,,,修繕料,10150,,,備考: 除草、刈込、剪定 ほか,,
,,,役務費,,6389,,,,,
,,,使用料及び賃,,5670,,,,,
,,,,補償金及び補,500,,,備考: 金,,
,,,需用費,,,,14288,,,
,,,,光熱水費,,,1188,,,
,,,,修繕料,,,13100,,,
,,,委託料,,,,32000,,,
,,,工事請負費,,,,20000,,,
,,河川改良費,,,492399,,182400,,,
,,,給料,,38713,,,,,
,,,,扶養手当,2315,,,,,
,,,委託料,,,,24000,,,
,,,工事請負費,,,,148500,,,
,,,公有財産購入費,,,,9900,,,
,,都市下水路,,,2989,,,,,
,,,需用費,,23,,,,,
,,,,印刷製本費,5,,,備考: 11 役務費 62,,
,,,,保険料,62,,,"備考: 12 委託料 904 14 工事請負費 2,000",,
,,砂防費,,,,,41500,,,
,,,委託料,,,,3000,,,
,,,工事請負費,,,,38500,,,
,港湾費,,,,205543,,87400,,,
,,港湾整備費,,,205543,,,,,
,,,報償費,,900,,,,,
,,港湾管理費,,,,,87400,,,
,,,旅費,,,,100,,,
,,,,普通旅費,,,100,,,
,,,需用費,,,,500,,,
,,,,消耗品費,,,500,,,
,,,委託料,,,,800,,,
,,,負担金、補助及び交付金,,,,86000,,,
,,,,負担金,,,86000,,,
,都市計画費,,,,4986333,,7193009,,,
,,都市計画総,,,300145,,,,,
,,,報酬,,2167,,,,,
,,,職員手当等,,92631,,,,,
,,,,勤勉手当,26504,,,"備考: 4 共済費 48,182 8 旅費 262",,
,,,,費用弁償,45,,,,,
,,,,普通旅費,105,,,,,
,,,,特別旅費,112,,,"備考: 10 需用費 1,729",,
,,,,消耗品費,289,,,,,
,,,,食糧費,6,,,,,
,,,,印刷製本費,1434,,,,,
,,まちづくり,,,387394,,,,,
,,,報酬,,460,,,,,
,,,旅費,,707,,,,,
,,,,費用弁償,147,,,"備考: 002 都市計画マスタープラン推進事業費 6,000",,
,,,,普通旅費,535,,,"備考: （デジタル田園都市国家構想交付金事業） 特別旅費 25 土地利用適正化に向けた都市構造等分析 003 地区計画導入事業費 26 10 需用費 1,076 市街化調整区域における 地区計画策定促進 消耗品費 215 004 都市計画基本的諸調査事業費 720 食糧費 27 岳南広域都市計画区域マスタープラン 策定支援",,
,,,,印刷製本費,834,,,,,
,,,,会議、研修会出席者負担金,15,,,,,
,,,委託料,,120913,,,,,
,,,,負担金,27,,,,,
,,街路事業費,,,872304,,,,,
,,,報酬,,5465,,,,,
,,,職員手当等,,31117,,,,,
,,市街地整備,,,3128864,,,,,
,,,報酬,,1947,,,,,
,,,職員手当等,,27540,,,,,
,,建築指導費,,,289005,,,,,
,,,報酬,,6440,,,,,
,,,,期末手当,1231,,,"備考: 002 建築確認費 2,182",,
,,,,勤勉手当,151,,,"備考: 001 建築確認事業費 2,182",,
,,,共済費,,1291,,,,,
,,,,費用弁償,247,,,備考: 建築指導事務,,
,,,,普通旅費,143,,,,,
,,,,建築物吹付アスベスト対策事業費補助金,1700,,,備考: 特別旅費 246 分析調査 2件 除去等 2件,,
,,,需用費,,1066,,,,,
,,,,日本建築行政会議負担金,100,,,,,
,,,,県建築行政連絡会議負担金,20,,,備考: 消耗品費 395 会議、研修会出席者負担金 128 食糧費 4 002 建築審査会費 227 印刷製本費 667 全国建築審査会協議会負担金 48,,
,,,,会議、研修会出席者負担金,30,,,"備考: 11 役務費 187 004 ＴＯＵＫＡＩ－０推進費 168,755 001 既存建築物耐震性向上事業費 1,949",,
,,,,手数料,14,,,,,
,,,,既存建築物耐震性向上事業費補助金,1949,,,備考: 保険料 173 非木造建築物（耐震診断） 4棟,,
,,土地対策費,,,8621,,,,,
,,,報酬,,2905,,,,,
,,,,期末手当,518,,,,,
,,都市計画総務費,,,,,3986076,,,
,,,報酬,,,,1064,,,
,,,報償費,,,,306,,,
,,,旅費,,,,429,,,
,,,,費用弁償,,,79,,,
,,,,普通旅費,,,220,,,
,,,,特別旅費,,,130,,,
,,,需用費,,,,1440,,,
,,,,消耗品費,,,1065,,,
,,,,印刷製本費,,,375,,,
,,,役務費,,,,316,,,
,,,,通信運搬費,,,246,,,
,,,,広告料,,,70,,,
,,,委託料,,,,58595,,,
,,,使用料及び賃借料,,,,1062,,,
,,,負担金、補助及び交付金,,,,3922864,,,
,,,,負担金,,,1086,,,
,,,,補助金,,,3921778,,,
,,土地区画整理費,,,,,2655133,,,
,,,報酬,,,,368,,,
,,,旅費,,,,132,,,
,,,,費用弁償,,,102,,,
,,,,普通旅費,,,30,,,
,,,需用費,,,,375,,,
,,,,消耗品費,,,280,,,
,,,,印刷製本費,,,95,,,
,,,役務費,,,,100,,,
,,,,通信運搬費,,,100,,,
,,,委託料,,,,335458,,,
,,,使用料及び賃借料,,,,300,,,
,,,工事請負費,,,,1588400,,,
,,,公有財産購入費,,,,220000,,,
,,,補償、補填及び賠償金,,,,510000,,,
,,,,補償金,,,510000,,,
,,市街地開発費,,,,,551800,,,
,,,旅費,,,,100,,,
,,,,普通旅費,,,100,,,
,,,需用費,,,,100,,,
,,,,消耗品費,,,100,,,
,,,委託料,,,,122100,,,
,,,負担金、補助及び交付金,,,,429500,,,
,,,,負担金,,,11500,,,
,,,,補助金,,,418000,,,
,公園費,,,,1217960,,1112079,,,
,,公園整備費,,,615840,,,,,
,,,給料,,76872,,,,,
,,,,管理職手当,797,,,備考: 園路広場整備工,,
,,,,扶養手当,3214,,,備考: 補償一式,,
,,,,地域手当,2412,,,"備考: 003 住区基幹公園整備費 30,000 住居手当 229 001 （仮称）インター周辺街区公園整備事業費 30,000",,
,,,,通勤手当,2057,,,備考: 広場整備工（末広公園）,,
,,,,時間外勤務手,6500,,,"備考: 004 緑地・緑道整備費 336,368 当 001 富士西公園整備事業費 74,668",,
,,,,休日勤務手当,50,,,備考: 譲受施設の割賦金,,
,,,,期末手当,18199,,,"備考: 002 富士川左岸緑地整備事業費 252,700",,
,,,,勤勉手当,14549,,,備考: グラウンド施設整備工、実施設計（憩いの広場）,,
,,,共済費,,25729,,,,,
,,,旅費,,120,,,,,
,,,,都市緑化機構会費,50,,,,,
,,,,日本公園緑地協会会費,85,,,,,
,,,,消耗品費,329,,,,,
,,,,全国都市公園整備促進協議会会費,42,,,,,
,,,,食糧費,6,,,,,
,,,,印刷製本費,730,,,備考: 11 役務費 56,,
,,公園維持修,,,560927,,,,,
,,,報酬,,4858,,,,,
,,,,期末手当,992,,,備考: 都市公園維持管理 勤勉手当 122 都市公園等 440か所 （樹木・公園施設等の維持管理）,,
,,,共済費,,1039,,,,,
,,,旅費,,312,,,,,
,,緑化推進費,,,41193,,,,,
,,,報酬,,696,,,,,
,,公園管理費,,,,,706779,,,
,,,報酬,,,,60,,,
,,,報償費,,,,126,,,
,,,旅費,,,,106,,,
,,,,費用弁償,,,6,,,
,,,,普通旅費,,,100,,,
,,,需用費,,,,85723,,,
,,,,消耗品費,,,700,,,
,,,,燃料費,,,23,,,
,,,,光熱水費,,,60000,,,
,,,,修繕料,,,25000,,,
,,,役務費,,,,9200,,,
,,,,通信運搬費,,,200,,,
,,,,手数料,,,7000,,,
,,,,保険料,,,2000,,,
,,,委託料,,,,406094,,,
,,,使用料及び賃借料,,,,21870,,,
,,,工事請負費,,,,180000,,,
,,,負担金、補助及び交付金,,,,3600,,,
,,,,負担金,,,500,,,
,,,,補助金,,,3100,,,
,,公園新設改良費,,,,,405300,,,
,,,旅費,,,,100,,,
,,,,普通旅費,,,100,,,
,,,委託料,,,,34200,,,
,,,工事請負費,,,,358000,,,
,,,公有財産購入費,,,,3000,,,
,,,補償、補填及び賠償金,,,,10000,,,
,,,,補償金,,,10000,,,
,下水道費,,,,1792075,,,,,
,住宅費,,,,406284,,983879,,,
,,住宅管理費,,,366335,,655358,,,
,,,給料,,43185,,,,,
,,,,管理職手当,797,,,,,
,,,,県住宅振興協議会会費,200,,,,,
,,,,扶養手当,1217,,,,,
,,,,県住宅行政連絡協議会会費,75,,,,,
,,,,地域手当,1353,,,,,
,,,,日本住宅協会会費,18,,,,,
,,,,住居手当,256,,,"備考: 003 市営住宅管理費 278,883",,
,,,,通勤手当,1045,,,"備考: 001 市営住宅運営管理事業費 184,945",,
,,,,時間外勤務手,6000,,,"備考: 管理戸数 23団地 2,175戸 当 市営住宅管理代行",,
,,,,休日勤務手当,100,,,備考: 市営住宅明渡訴訟手続 ほか,,
,,,報酬,,,,7784,,,
,,,職員手当等,,,,1361,,,
,,,,期末手当,,,1166,,,
,,,,勤勉手当,,,195,,,
,,,共済費,,,,1752,,,
,,,旅費,,,,238,,,
,,,,費用弁償,,,118,,,
,,,,普通旅費,,,120,,,
,,,需用費,,,,42217,,,
,,,,消耗品費,,,3390,,,
,,,,燃料費,,,100,,,
,,,,印刷製本費,,,87,,,
,,,,光熱水費,,,20040,,,
,,,,修繕料,,,18600,,,
,,,役務費,,,,24652,,,
,,,,通信運搬費,,,1532,,,
,,,,手数料,,,22970,,,
,,,,保険料,,,150,,,
,,,委託料,,,,194850,,,
,,,使用料及び賃借料,,,,3654,,,
,,,工事請負費,,,,315000,,,
,,,原材料費,,,,500,,,
,,,備品購入費,,,,220,,,
,,,負担金、補助及び交付金,,,,63130,,,
,,,,負担金,,,98,,,
,,,,補助金,,,63032,,,
,,住宅政策費,,,39949,,,,,
,,,報酬,,2363,,,,,
,,,,期末手当,420,,,"備考: 001 住宅政策推進事業費 17,924",,
,,,,勤勉手当,52,,,備考: マンション管理適正化推進,,
,,,共済費,,410,,,,,
,,,,在宅テレワーク対応,3750,,,備考: リフォーム支援補助金,,
,,,報償費,,30,,,,,
,,,,多世代同居・近居支援奨励金,13500,,,,,
,,,,静岡県マンション管理適正化,53,,,,,
,,,旅費,,124,,,,,
,,,,会議、研修会出席者負担金,19,,,"備考: 普通旅費 32 002 空家等対策推進事業費 18,780 特別旅費 92 所有者不明土地建物管理人制度活用 空き家発生予防ガイドブック改訂 ほか 10 需用費 121",,
,,,,危険空家除却促進補助金,10320,,,,,
,,,,空き家リフォーム支援補助金,2000,,,,,
,,,,消耗品費,117,,,,,
,,,,空き家利活用支援補助金,2000,,,,,
,,,,食糧費,4,,,,,
,,,,空き家ワンストップ相談会負担金,75,,,,,
,,,役務費,,3018,,,,,
,,,,空き家ワンストップ相談会,30,,,備考: フォローアップ支援負担金,,
,,,,空き家出前講座負担金,22,,,,,
,,,,通信運搬費,18,,,,,
,,,,会議、研修会出席者負担金,129,,,,,
,,,,手数料,3000,,,"備考: 12 委託料 1,313",,
,,空家対策費,,,,,41821,,,
,,,報酬,,,,100,,,
,,,旅費,,,,110,,,
,,,,普通旅費,,,1,,,
,,,,特別旅費,,,109,,,
,,,需用費,,,,1194,,,
,,,,消耗品費,,,182,,,
,,,,食糧費,,,7,,,
,,,,印刷製本費,,,840,,,
,,,,修繕料,,,165,,,
,,,役務費,,,,2000,,,
,,,,手数料,,,2000,,,
,,,委託料,,,,10376,,,
,,,負担金、補助及び交付金,,,,26251,,,
,,,,負担金,,,351,,,
,,,,補助金,,,25900,,,
,,,公課費,,,,1790,,,
,,住宅新築費,,,,,286700,,,
,,,旅費,,,,100,,,
,,,,普通旅費,,,100,,,
,,,委託料,,,,12600,,,
,,,工事請負費,,,,274000,,,
,土木費,,,,,7000000,,,,
,,土木費,,,,7000000,,,,
,,,土木費,,,7000000,,,,
,街路費,,,,,,296700,,,
,,街路費,,,,,296700,,,
,,,委託料,,,,19700,,,
,,,工事請負費,,,,100000,,,
,,,公有財産購入費,,,,160000,,,
,,,補償、補填及び賠償金,,,,17000,,,
,,,,補償金,,,17000,,,
消防費,,,,,3781176,4000000,6082682,,,
,消防費,,,,3781176,4000000,6082682,,,
,,常備消防費,,,3022485,,4970456,,,
,,,報酬,,7006,,8622,,,
,,,職員手当等,,889482,,997215,,,
,,,,当 東名高速道路静岡県消防協議会負担金,2,,,"備考: 休日勤務手当 110,000 無線電波利用負担金 44 夜間勤務手当 34,000 002 消防教育研修事業費 10,732 宿日直手当 200 職員教育 救急救命士養成 1人 期末手当 285,408 消防大学校入校 3人 県消防学校入校 44人",,
,,,,勤勉手当,227324,,262888,備考: 研修、資格取得,,
,,,,単身赴任手当,432,,816,,,
,,,,消防大学校等教育負担金,2709,,,,,
,,,,管理職手当,,,6796,,,
,,,,扶養手当,,,57342,,,
,,,,地域手当,,,56909,,,
,,,,住居手当,,,16315,,,
,,,,通勤手当,,,38324,,,
,,,,特殊勤務手当,,,18000,,,
,,,,時間外勤務手当,,,65720,,,
,,,,休日勤務手当,,,113000,,,
,,,,夜間勤務手当,,,34000,,,
,,,,宿日直手当,,,200,,,
,,,,期末手当,,,326905,,,
,,,共済費,,430673,,467938,,,
,,,,県消防学校教育負担金,2722,,,,,
,,,,大型自動車運転免許試験講習参加負担金,240,,,備考: 7 報償費 851,,
,,,,交通安全適性診断負担金,24,,,,,
,,,旅費,,4796,,4600,,,
,,,,ドローン免許取得講習参加負担金,1612,,,,,
,,,,会議、研修会出席者負担金,701,,,"備考: 費用弁償 437 003 被服貸与費 18,604 普通旅費 944 消防吏員被服貸与 特別旅費 3,415 004 消防車両・資機材管理事業費 28,802 消防車両維持管理 車両44台",,
,,,,費用弁償,,,278,,,
,,,,普通旅費,,,1865,,,
,,,,特別旅費,,,2457,,,
,,,需用費,,113893,,119404,,,
,,,,消耗品費,,,37291,,,
,,,,燃料費,,,16213,,,
,,,,食糧費,,,82,,,
,,,,印刷製本費,,,2724,,,
,,,,光熱水費,,,12468,,,
,,,,修繕料,,,50626,,,
,,,給料,,,,1342176,,,
,,,報償費,,,,808,,,
,,,役務費,,,,21969,,,
,,,,通信運搬費,,,17584,,,
,,,,手数料,,,2257,,,
,,,,保険料,,,882,,,
,,,,自動車損害保険料,,,1246,,,
,,,委託料,,,,1837162,,,
,,,使用料及び賃借料,,,,38859,,,
,,,工事請負費,,,,63374,,,
,,,原材料費,,,,661,,,
,,,備品購入費,,,,36849,,,
,,,負担金、補助及び交付金,,,,28116,,,
,,,,負担金,,,21986,,,
,,,,補助金,,,6130,,,
,,,補償、補填及び賠償金,,,,1000,,,
,,,,賠償金,,,1000,,,
,,,公課費,,,,1703,,,
,,非常備消防,,,167333,,,,,
,,,報酬,,66490,,,,,
,,,報償費,,20100,,,,,
,,,,費用弁償,19,,,備考: 被服貸与,,
,,,,普通旅費,5,,,,,
,,消防施設費,,,410009,,659497,,,
,,,旅費,,60,,466,,,
,,,,消火栓新設負担金,48235,,,"備考: 10 需用費 5,898",,
,,,,消火栓維持管理負担金,21347,,,"備考: 002 消防用資機材整備事業費 22,510",,
,,,,消耗品費,5898,,,備考: オゾン水生成機 2台,,
,,,,普通旅費,,,466,,,
,,,備品購入費,,334169,,330803,,,
,,,,負担金,69582,,,備考: 高規格救急自動車 2台,,
,,,,補助金,300,,,"備考: 水槽付消防ポンプ自動車 1台 化学消防自動車 1台 002 消防団施設整備費 33,001 001 消防団資機材整備事業費 5,839 可搬式消防ポンプ 4台 インフレータブルボート 2台 防火長靴 32足 002 消防団車両整備事業費 27,162 消防ポンプ自動車 1台",,
,,,需用費,,,,644,,,
,,,,消耗品費,,,634,,,
,,,,印刷製本費,,,10,,,
,,,役務費,,,,1128,,,
,,,,手数料,,,1128,,,
,,,工事請負費,,,,16000,,,
,,,負担金、補助及び交付金,,,,310456,,,
,,,,負担金,,,310456,,,
,,水防費,,,15835,,25962,,,
,,,報酬,,4631,,4471,,,
,,,報償費,,11,,11,,,
,,,災害補償費,,,,200,,,
,,,旅費,,,,18,,,
,,,,普通旅費,,,18,,,
,,,需用費,,,,2420,,,
,,,,消耗品費,,,2042,,,
,,,,食糧費,,,14,,,
,,,,光熱水費,,,64,,,
,,,,修繕料,,,300,,,
,,,役務費,,,,216,,,
,,,,通信運搬費,,,3,,,
,,,,手数料,,,5,,,
,,,,筆耕翻訳料,,,10,,,
,,,,保険料,,,198,,,
,,,委託料,,,,14360,,,
,,,使用料及び賃借料,,,,947,,,
,,,原材料費,,,,64,,,
,,,備品購入費,,,,315,,,
,,,負担金、補助及び交付金,,,,2940,,,
,,,,負担金,,,1560,,,
,,,,交付金,,,1380,,,
,,防災費,,,165514,,262584,,,
,,,報酬,,2777,,3223,,,
,,,職員手当等,,,,10675,,,
,,,,時間外勤務手当,,,10000,,,
,,,,期末手当,,,577,,,
,,,,勤勉手当,,,98,,,
,,,共済費,,,,573,,,
,,,報償費,,,,1196,,,
,,,旅費,,,,599,,,
,,,,費用弁償,,,199,,,
,,,,普通旅費,,,271,,,
,,,,特別旅費,,,129,,,
,,,需用費,,,,36352,,,
,,,,消耗品費,,,24409,,,
,,,,燃料費,,,127,,,
,,,,食糧費,,,1,,,
,,,,印刷製本費,,,2139,,,
,,,,光熱水費,,,3642,,,
,,,,修繕料,,,5153,,,
,,,,医薬材料費,,,881,,,
,,,役務費,,,,16372,,,
,,,,通信運搬費,,,8389,,,
,,,,広告料,,,3289,,,
,,,,手数料,,,1830,,,
,,,,保険料,,,2858,,,
,,,,自動車損害保険料,,,6,,,
,,,委託料,,,,70833,,,
,,,使用料及び賃借料,,,,5554,,,
,,,工事請負費,,,,5321,,,
,,,備品購入費,,,,68199,,,
,,,負担金、補助及び交付金,,,,41895,,,
,,,,負担金,,,782,,,
,,,,補助金,,,41113,,,
,,,積立金,,,,1775,,,
,,,公課費,,,,17,,,
,,消防費,,,,4000000,,,,
